ID,App,Category,Rating,Reviews,Size (MB),Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver
1753,Block Buddy,MEDICAL,4,15,5,"1,000+",Paid,$14.99 ,Everyone,Medical,"August 1, 2018",7.6.14,4.0 and up
1754,Complete Anatomy for Android,MEDICAL,4.1,90,21,"1,000+",Free,0,Everyone,Medical,"July 11, 2018",1.0.0,7.0 and up
1755,GlassesOff,MEDICAL,3.5,1288,38,"100,000+",Free,0,Everyone,Medical,"July 10, 2018",1.0.0.10,3.0 and up
1756,e-Anatomy,MEDICAL,4,1545,74,"100,000+",Free,0,Everyone,Medical,"July 30, 2018",4.8.2,4.0.3 and up
1757,EMT Review Plus,MEDICAL,4.5,199,1.8,"10,000+",Paid,$11.99 ,Everyone,Medical,"June 27, 2018",3.0.5,4.4W and up
1758,Registered Dietitian Pocket Prep,MEDICAL,4.3,283,12,"5,000+",Free,0,Everyone,Medical,"July 12, 2018",4.5.3,4.4 and up
1759,Paramedic Pocket Prep,MEDICAL,4.3,460,13,"10,000+",Free,0,Everyone,Medical,"July 12, 2018",4.5.2,4.4 and up
1760,Pedi STAT,MEDICAL,4.6,129,2.9,"10,000+",Paid,$5.49 ,Everyone,Medical,"April 6, 2018",3.0.1.0,4.1 and up
1761,AnatomyMapp,MEDICAL,4.1,80,48,"5,000+",Paid,$14.99 ,Everyone,Medical,"November 5, 2013",1,3.0 and up
1762,Diabetes & Diet Tracker,MEDICAL,4.6,395,19,"1,000+",Paid,$9.99 ,Everyone,Medical,"July 16, 2018",6.5.1,5.0 and up
1763,A Manual of Acupuncture,MEDICAL,3.5,214,68,"1,000+",Paid,$33.99 ,Everyone,Medical,"October 2, 2017",2.1.35,4.0 and up
1764,5 Minute Veterinary Consult: Canine & Feline,MEDICAL,2.3,17,6.8,"1,000+",Free,0,Everyone,Medical,"March 29, 2018",2.6,4.2 and up
1765,Wide address pocket prep,MEDICAL,4.5,513,12,"5,000+",Free,0,Everyone,Medical,"July 11, 2018",4.5.2,4.4 and up
1766,Nursing Central,MEDICAL,4.3,168,5.8,"10,000+",Free,0,Everyone,Medical,"January 29, 2018",2.7.38,4.1 and up
1767,PTA Content Master,MEDICAL,4.2,64,41,"1,000+",Paid,$29.99 ,Everyone,Medical,"December 22, 2015",2.1,2.2 and up
1768,"Muscle Premium - Human Anatomy, Kinesiology, Bones",MEDICAL,4.2,168,25,"10,000+",Paid,$24.99 ,Everyone,Medical,"August 11, 2017",7.1.17,4.4 and up
1769,Tinnitus Alleviator,MEDICAL,3.1,82,42,"5,000+",Free,0,Everyone,Medical,"December 23, 2017",1.6.17,4.1 and up
1770,"Cardiac diagnosis (heart rate, arrhythmia)",MEDICAL,4.4,8,6.5,100+,Paid,$12.99 ,Everyone,Medical,"July 25, 2018",7,3.0 and up
1771,PMHNP-BC Pocket Prep,MEDICAL,4.4,112,13,"1,000+",Free,0,Everyone,Medical,"July 12, 2018",4.5.2,4.4 and up
1772,Dialysis of Drugs,MEDICAL,2.9,92,1.5,"10,000+",Free,0,Everyone,Medical,"June 15, 2018",3.1-2018 – (13),4.0 and up
1773,abeoCoder,MEDICAL,3.1,83,3.2,"10,000+",Free,0,Everyone,Medical,"July 30, 2018",6.6,4.1 and up
1774,Saunders Comprehensive Review NCLEX-PN Examination,MEDICAL,3.7,3,7.7,"5,000+",Free,0,Everyone,Medical,"July 16, 2018",2.7.6,5.0 and up
1775,LTC AS Legal,MEDICAL,4,6,1.3,100+,Paid,$39.99 ,Everyone,Medical,"April 4, 2018",3.0.1,4.1 and up
1776,Lippincott Nursing Advisor,MEDICAL,3.8,343,26,"50,000+",Free,0,Everyone,Medical,"May 1, 2018",3.3.1,4.1 and up
1777,Medical ID - In Case of Emergency (ICE),MEDICAL,4.6,717,5.4,"5,000+",Paid,$5.99 ,Everyone,Medical,"May 31, 2018",6.5.0,5.0 and up
1778,Official NBSTSA CSFA Exam Prep,MEDICAL,4.4,137,11,"1,000+",Free,0,Everyone,Medical,"May 17, 2018",4.5.1,4.4 and up
1779,IBM Micromedex Drug Info,MEDICAL,3.8,206,9.5,"10,000+",Paid,$2.99 ,Everyone,Medical,"April 25, 2018",1.17.0,4.0 and up
1780,Hospitalist Handbook,MEDICAL,4.8,12,18,"1,000+",Paid,$19.99 ,Everyone,Medical,"June 5, 2017",6.0.4,4.1 and up
1781,JH Blood Pressure Monitor,MEDICAL,3.7,9,2.9,500+,Free,0,Everyone,Medical,"July 21, 2018",1.1,4.0.3 and up
1782,Sway Medical,MEDICAL,5,3,22,100+,Free,0,Everyone,Medical,"July 25, 2018",3.0.0,5.0 and up
1783,Exposure Ed,MEDICAL,3,2,16,500+,Free,0,Everyone,Medical,"July 17, 2018",1.2.9,4.4 and up
1784,Nucleus Smart,MEDICAL,3.7,20,19,"1,000+",Free,0,Everyone,Medical,"June 27, 2018",1.830.0.564-(e405bb2),5.0 and up
1785,Cochrane Library,MEDICAL,3.7,3,10,100+,Free,0,Everyone,Medical,"July 17, 2018",1.5.0,4.1 and up
1786,Labs on Demand,MEDICAL,5,1,22,10+,Free,0,Everyone,Medical,"August 3, 2018",1.2,4.2 and up
1787,Dermatology Atlas (Colored & Illustrative),MEDICAL,5,3,20,100+,Free,0,Everyone,Medical,"July 19, 2018",1,4.1 and up
1788,Tablet Reminder,MEDICAL,5,4,2.5,5+,Free,0,Everyone,Medical,"August 3, 2018",1,4.1 and up
1789,Galaxies of Hope,MEDICAL,5,2,24,50+,Free,0,Everyone,Medical,"July 27, 2018",1,4.1 and up
1790,KBA-EZ Health Guide,MEDICAL,5,4,25,1+,Free,0,Everyone,Medical,"August 2, 2018",1.0.72,4.0.3 and up
1791,FoothillsVet,MEDICAL,5,2,29,50+,Free,0,Everyone,Medical,"July 11, 2018",300000.1.11,4.0.3 and up
1792,PrimeDelivery,MEDICAL,5,3,53,10+,Free,0,Everyone,Medical,"July 13, 2018",0.1,4.1 and up
1793,You're an Anime,MEDICAL,5,2,83,10+,Free,0,Everyone,Medical,"July 12, 2018",1,5.0 and up
1794,Anatomy & Physiology Vocabulary Exam Review App,MEDICAL,5,1,4.6,5+,Free,0,Everyone,Medical,"August 2, 2018",2,4.0 and up
1795,CT Scan Cross Sectional Anatomy,MEDICAL,4.3,10,46,100+,Free,0,Everyone,Medical,"July 19, 2018",5.0.16,4.1 and up
1796,VetCode,MEDICAL,4.9,28,5.7,"5,000+",Free,0,Everyone,Medical,"July 7, 2018",1,4.4 and up
1797,NCLEX Multi-topic Nursing Exam Review-Quiz & notes,MEDICAL,5,1,4.2,10+,Free,0,Everyone,Medical,"July 24, 2018",1,4.0.3 and up
1798,Pediatric Nursing,MEDICAL,4.9,14,7,100+,Free,0,Everyone,Medical,"July 13, 2018",PN.1.0,4.0.3 and up
1799,Interpret Chest X-Ray With 100 Cases,MEDICAL,4.6,5,11,100+,Free,0,Everyone,Medical,"August 3, 2018",1,4.1 and up
1800,Basics of Orthopaedics,MEDICAL,5,1,5.6,10+,Free,0,Everyone,Medical,"July 27, 2018",1,4.1 and up
1801,Familyfirst Messenger,MEDICAL,4,1,3.3,10+,Free,0,Everyone,Medical,"July 12, 2018",0.1.2,4.4 and up
1802,Clinic Doctor EHr,MEDICAL,5,2,7.1,5+,Free,0,Everyone,Medical,"August 3, 2018",1.0.51.0.3,8.0 and up
1803,Teladoc Member,MEDICAL,4,2094,23,"500,000+",Free,0,Everyone,Medical,"July 26, 2018",3.19,4.3 and up
1804,Anthem BC Anywhere,MEDICAL,2.6,496,24,"100,000+",Free,0,Everyone,Medical,"July 27, 2018",8.0.226,4.4 and up
1805,Ada - Your Health Guide,MEDICAL,4.7,87418,14,"1,000,000+",Free,0,Everyone,Medical,"July 16, 2018",2.25.0,4.4 and up
1806,Ovia Fertility Tracker & Ovulation Calculator,MEDICAL,4.8,53747,13,"1,000,000+",Free,0,Everyone,Medical,"July 27, 2018",Varies with device,4.3 and up
1807,My Cancer Coach,MEDICAL,4.3,44,34,"10,000+",Free,0,Everyone,Medical,"April 12, 2018",3.4.0.10,4.0.3 and up
1808,IHSS Help,MEDICAL,4.7,10,4.3,"1,000+",Free,0,Everyone,Medical,"June 5, 2018",1,5.0 and up
1809,mobileRx Pharmacy,MEDICAL,2.5,124,43,"10,000+",Free,0,Everyone,Medical,"January 13, 2017",3.0.2,3.0 and up
1810,Youper - AI Therapy,MEDICAL,4.6,2014,69,"50,000+",Free,0,Everyone,Medical,"August 3, 2018",6.02.000,6.0 and up
1811,MoodSpace,MEDICAL,4.5,503,22,"50,000+",Free,0,Everyone,Medical,"June 10, 2018",3.2.4,5.0 and up
1812,Super Hearing Super Ear Amplifier,MEDICAL,4.1,21,20,"1,000+",Free,0,Everyone,Medical,"June 11, 2018",1.1,4.1 and up
1813,BURST Professionals,MEDICAL,4.5,11,25,"1,000+",Free,0,Everyone,Medical,"January 17, 2018",1.0.7,4.2 and up
1814,LactMed,MEDICAL,4.3,573,2,"100,000+",Free,0,Everyone,Medical,"June 1, 2017",3.1,3.0 and up
1815,ScriptSave WellRx Rx Discounts,MEDICAL,3.8,700,37,"100,000+",Free,0,Everyone,Medical,"June 21, 2018",3.3.0,4.4 and up
1816,Blue CareOnDemand,MEDICAL,4.4,163,40,"10,000+",Free,0,Everyone,Medical,"June 29, 2018",10.4.1.015_05,4.0.3 and up
1817,PulsePoint AED,MEDICAL,4.5,330,17,"50,000+",Free,0,Everyone,Medical,"July 31, 2018",1.12,4.0.3 and up
1818,All Mental disorders,MEDICAL,4.5,453,11,"100,000+",Free,0,Everyone,Medical,"July 7, 2017",1.1,4.0.3 and up
1819,Deaf Interpreter,MEDICAL,3.8,24,4.4,"1,000+",Free,0,Everyone,Medical,"September 26, 2017",5.51,3.0 and up
1820,Nurse Grid,MEDICAL,4.5,1686,15,"100,000+",Free,0,Everyone,Medical,"July 30, 2018",2.9,4.4 and up
1821,High Blood Pressure Symptoms,MEDICAL,4,531,2.3,"100,000+",Free,0,Everyone,Medical,"January 18, 2015",1,3.0 and up
1822,MedStar eVisit,MEDICAL,4.5,20,40,"5,000+",Free,0,Everyone,Medical,"April 10, 2018",10.4.1.000_00,4.0.3 and up
1823,Blood Pressure(BP) Diary,MEDICAL,3.7,3596,8.4,"1,000,000+",Free,0,Everyone,Medical,"July 18, 2018",4.0.9,4.0.3 and up
1824,REDCap Mobile App,MEDICAL,4.3,56,11,"10,000+",Free,0,Everyone,Medical,"July 31, 2018",3.0.8,4.3 and up
1825,JH Blood Pressure Monitor,MEDICAL,3.7,9,2.9,500+,Free,0,Everyone,Medical,"July 21, 2018",1.1,4.0.3 and up
1826,VITAS Hospice Referral App for Healthcare Pros,MEDICAL,4.4,27,15,"5,000+",Free,0,Everyone,Medical,"July 20, 2018",2.5.0 b665,5.0 and up
1827,AAFP,MEDICAL,3.8,63,24,"10,000+",Free,0,Everyone,Medical,"June 22, 2018",2.3.1,5.0 and up
1828,Anthem Anywhere,MEDICAL,2.7,2657,24,"500,000+",Free,0,Everyone,Medical,"July 27, 2018",8.0.226,4.4 and up
1829,Sway Medical,MEDICAL,5,3,22,100+,Free,0,Everyone,Medical,"July 25, 2018",3.0.0,5.0 and up
1830,Airway Ex - Intubate. Anesthetize. Train.,MEDICAL,4.3,123,86,"10,000+",Free,0,Everyone,Medical,"June 1, 2018",0.6.88,5.0 and up
1831,fred's Pharmacy,MEDICAL,3,315,22,"100,000+",Free,0,Everyone,Medical,"October 10, 2017",1.0.02,4.0 and up
1832,420 BZ Budeze Delivery,MEDICAL,5,2,11,100+,Free,0,Mature 17+,Medical,"June 6, 2018",1.0.1,4.1 and up
1833,Fever Meter,MEDICAL,3.6,26,0.975,"5,000+",Free,0,Everyone,Medical,"May 10, 2015",1.1,2.2 and up
1834,Super Ear Super Hearing,MEDICAL,4,122,0.98,"10,000+",Free,0,Everyone,Medical,"July 13, 2018",1.4,4.0 and up
1835,Blood Pressure Monitor,MEDICAL,4.3,17,6,"10,000+",Free,0,Everyone,Medical,"February 25, 2017",1.0.1,4.4 and up
1836,BELONG Beating Cancer Together,MEDICAL,4.7,623,20,"50,000+",Free,0,Teen,Medical,"July 29, 2018",4.0.5,4.3 and up
1837,BP Journal - Blood Pressure Diary,MEDICAL,5,6,26,"1,000+",Free,0,Everyone,Medical,"May 25, 2018",1.0.32,4.4 and up
1838,TelaDoc,MEDICAL,4.7,6,13,"1,000+",Free,0,Everyone,Medical,"March 31, 2018",1.3.0,5.0 and up
1839,Blood Pressure - Stay Healthy,MEDICAL,4.6,7,2.7,"1,000+",Free,0,Everyone,Medical,"April 16, 2018",43,4.0.3 and up
1840,ConnectLine,MEDICAL,3.1,253,4.2,"50,000+",Free,0,Everyone,Medical,"September 12, 2016",1.3.4,2.3.3 and up
1841,Club,MEDICAL,4.4,3786,28,"50,000+",Free,0,Everyone,Medical,"July 16, 2018",4.4.3,4.0.3 and up
1842,Zen Leaf,MEDICAL,5,1,6.1,100+,Free,0,Mature 17+,Medical,"March 8, 2018",2.3.5,4.1 and up
1843,Homeopathic Medicine Finder,MEDICAL,3.6,10,15,"1,000+",Free,0,Everyone,Medical,"November 20, 2017",0.0.1,4.0 and up
1844,Patient Portal,MEDICAL,2.8,66,1.2,"50,000+",Free,0,Everyone,Medical,"October 25, 2016",1,4.0.3 and up
1845,Nemours CareConnect,MEDICAL,4.4,65,37,"10,000+",Free,0,Everyone,Medical,"April 5, 2018",10.4.1.000_00,4.0.3 and up
1846,Banfield Pet Health Tracker,MEDICAL,4.2,1747,5.9,"100,000+",Free,0,Everyone,Medical,"October 17, 2016",1.2.2,4.0 and up
1847,tökr,MEDICAL,4.6,17,14,"1,000+",Free,0,Everyone,Medical,"July 11, 2018",1.9.0.0,4.1 and up
1848,Low Blood Pressure Symptoms,MEDICAL,4.2,28,2.3,"10,000+",Free,0,Everyone,Medical,"January 20, 2015",1,3.0 and up
1849,Hypertension High blood pressure,MEDICAL,3.8,292,2.7,"100,000+",Free,0,Everyone,Medical,"April 16, 2018",43,4.0.3 and up
1850,Fever Care,MEDICAL,3.5,19,2.2,"5,000+",Free,0,Everyone,Medical,"May 12, 2018",1.4.15-free,4.0.3 and up
1851,1800 Contacts - Lens Store,MEDICAL,4.7,23160,26,"1,000,000+",Free,0,Everyone,Medical,"July 27, 2018",7.4.1,5.0 and up
1852,"Messages, Text and Video Chat for Messenger",SOCIAL,4.4,49173,4,"10,000,000+",Free,0,Everyone,Social,"June 4, 2018",1.24,4.1 and up
1853,All Social Networks,SOCIAL,4.2,22492,1.5,"1,000,000+",Free,0,Everyone,Social,"May 21, 2018",2.4.12,4.0 and up
1854,Social network all in one 2018,SOCIAL,4.3,1403,3.7,"100,000+",Free,0,Everyone,Social,"January 30, 2018",1,4.0 and up
1855,The Messenger App,SOCIAL,4.4,4919,2.8,"1,000,000+",Free,0,Everyone,Social,"August 3, 2018",0.1.1,4.1 and up
1856,Messenger Pro,SOCIAL,4.4,13762,3.9,"1,000,000+",Free,0,Everyone,Social,"May 9, 2018",1.0.2,4.1 and up
1857,"Free Messages, Video, Chat,Text for Messenger Plus",SOCIAL,4.3,6086,3.1,"1,000,000+",Free,0,Teen,Social,"June 14, 2018",1.0.9,4.3 and up
1858,The Video Messenger App,SOCIAL,4.4,1200,2.8,"100,000+",Free,0,Everyone,Social,"August 2, 2018",0.1.1,4.1 and up
1859,Jodel - The Hyperlocal App,SOCIAL,4.5,76480,20,"1,000,000+",Free,0,Mature 17+,Social,"August 6, 2018",4.95.4,5.0 and up
1860,Who Viewed My Facebook Profile - Stalkers Visitors,SOCIAL,4.6,271445,9.9,"5,000,000+",Free,0,Everyone,Social,"June 24, 2018",4.1.1,4.0.3 and up
1861,"Hide Something - Photo, Video",SOCIAL,4.6,225103,5.3,"5,000,000+",Free,0,Everyone,Social,"June 13, 2018",5.1.1,4.1 and up
1862,Love Sticker,SOCIAL,4.6,33177,10,"1,000,000+",Free,0,Everyone,Social,"June 12, 2018",2.1.6,4.0 and up
1863,Web Browser & Fast Explorer,SOCIAL,4.4,54768,2.6,"5,000,000+",Free,0,Everyone,Social,"May 16, 2018",3.6.1,4.0.3 and up
1864,VidStatus app - Status Videos & Status Downloader,SOCIAL,4.5,25562,31,"5,000,000+",Free,0,Teen,Social,"August 2, 2018",2.6.10,4.1 and up
1865,Love Images,SOCIAL,4.3,16404,2.3,"1,000,000+",Free,0,Everyone,Social,"June 24, 2018",1.6,2.3 and up
1866,Web Browser ( Fast & Secure Web Explorer),SOCIAL,4.4,2508,6,"500,000+",Free,0,Everyone,Social,"November 20, 2017",2.0.1,4.0.3 and up
1867,SPARK - Live random video chat & meet new people,SOCIAL,4.6,79658,17,"5,000,000+",Free,0,Mature 17+,Social,"August 6, 2018",2.1.3.2,4.3 and up
1868,Golden telegram,SOCIAL,4.3,374,20,"50,000+",Free,0,Everyone,Social,"July 30, 2018",T4.6.5-tl2.0.1,4.1 and up
1869,Amino: Communities and Chats,SOCIAL,4.8,1259075,62,"10,000,000+",Free,0,Teen,Social,"July 20, 2018",1.8.19179,4.0.3 and up
1870,Meet – Talk to Strangers Using Random Video Chat,SOCIAL,4.6,60562,15,"5,000,000+",Free,0,Mature 17+,Social,"August 6, 2018",1.3.2,4.3 and up
1871,"💘 WhatsLov: Smileys of love, stickers and GIF",SOCIAL,4.6,22098,18,"1,000,000+",Free,0,Everyone,Social,"July 24, 2018",4.2.4,4.0.3 and up
1872,Phone Tracker : Family Locator,SOCIAL,4.3,231325,5.4,"10,000,000+",Free,0,Everyone,Social,"August 2, 2018",4.81,4.0 and up
1873,HTC Social Plugin - Facebook,SOCIAL,3.6,13223,2.8,"10,000,000+",Free,0,Mature 17+,Social,"June 8, 2016",8.00.752746,4.4 and up
1874,Periscope - Live Video,SOCIAL,4,479908,15,"10,000,000+",Free,0,Mature 17+,Social,"July 9, 2018",1.23.3.0,4.4 and up
1875,Kate Mobile for VK,SOCIAL,4.4,540930,5.3,"10,000,000+",Free,0,Teen,Social,"July 23, 2018",50.2 lite,2.2 and up
1876,Moment,SOCIAL,4.5,19583,37,"1,000,000+",Free,0,Teen,Social,"August 1, 2018",5.2.1,4.4 and up
1877,Meetup,SOCIAL,4.2,79129,23,"5,000,000+",Free,0,Teen,Social,"August 2, 2018",3.10.26,4.4 and up
1878,textPlus: Free Text & Calls,SOCIAL,4.1,382120,28,"10,000,000+",Free,0,Everyone,Social,"July 26, 2018",7.3.1,4.1 and up
1879,"Free phone calls, free texting SMS on free number",SOCIAL,4.5,412725,35,"10,000,000+",Free,0,Everyone,Social,"July 31, 2018",3.8.1,4.1 and up
1880,MeetMe: Chat & Meet New People,SOCIAL,4.2,1259849,76,"50,000,000+",Free,0,Mature 17+,Social,"August 3, 2018",Varies with device,4.1 and up
1881,"ooVoo Video Calls, Messaging & Stories",SOCIAL,4.3,1157004,34,"50,000,000+",Free,0,Everyone,Social,"October 16, 2017",4.2.1,4.3 and up
1882,Blogger,SOCIAL,3.7,138026,2.7,"5,000,000+",Free,0,Mature 17+,Social,"February 29, 2016",2.1.3,2.1 and up
1883,Blogaway for Android (Blogger),SOCIAL,3.7,4253,4.1,"100,000+",Free,0,Teen,Social,"May 31, 2018",7.0.7,4.0.3 and up
1884,YouNow: Live Stream Video Chat,SOCIAL,4.1,309872,85,"10,000,000+",Free,0,Teen,Social,"August 3, 2018",14.0.13,4.1 and up
1885,Periscope - Live Video,SOCIAL,4,479909,15,"10,000,000+",Free,0,Mature 17+,Social,"July 9, 2018",1.23.3.0,4.4 and up
1886,Mirrativ: Live Stream Any App,SOCIAL,4.1,17955,89,"500,000+",Free,0,Teen,Social,"August 2, 2018",7.23.4,4.1 and up
1887,Nextdoor - Local neighborhood news & classifieds,SOCIAL,4.3,51502,20,"5,000,000+",Free,0,Teen,Social,"July 25, 2018",2.69,5.0 and up
1888,Banjo,SOCIAL,4.2,58341,9.3,"1,000,000+",Free,0,Everyone,Social,"July 25, 2015",4.6.2.0,2.3 and up
1889,MeetMe: Chat & Meet New People,SOCIAL,4.2,1259894,76,"50,000,000+",Free,0,Mature 17+,Social,"August 3, 2018",Varies with device,4.1 and up
1890,"ooVoo Video Calls, Messaging & Stories",SOCIAL,4.3,1157003,34,"50,000,000+",Free,0,Everyone,Social,"October 16, 2017",4.2.1,4.3 and up
1891,Timehop,SOCIAL,4.1,161610,16,"5,000,000+",Free,0,Teen,Social,"August 5, 2018",4.5.3,4.1 and up
1892,Couple - Relationship App,SOCIAL,4,33249,8.4,"1,000,000+",Free,0,Everyone,Social,"March 5, 2015",1.8.0,2.3 and up
1893,Nextdoor - Local neighborhood news & classifieds,SOCIAL,4.3,51504,20,"5,000,000+",Free,0,Teen,Social,"July 25, 2018",2.69,5.0 and up
1894,MeetMe: Chat & Meet New People,SOCIAL,4.2,1259894,76,"50,000,000+",Free,0,Mature 17+,Social,"August 3, 2018",Varies with device,4.1 and up
1895,LOVOO,SOCIAL,4,852455,68,"10,000,000+",Free,0,Mature 17+,Social,"August 3, 2018",27,4.2 and up
1896,"Jaumo Dating, Flirt & Live Video",SOCIAL,4.4,900064,13,"10,000,000+",Free,0,Mature 17+,Social,"July 31, 2018",4.17.2,4.1 and up
1897,Patook - make platonic friends,SOCIAL,4,3677,50,"100,000+",Free,0,Mature 17+,Social,"June 21, 2018",10.6.3,5.0 and up
1898,Meetup,SOCIAL,4.2,79129,23,"5,000,000+",Free,0,Teen,Social,"August 2, 2018",3.10.26,4.4 and up
1899,textPlus: Free Text & Calls,SOCIAL,4.1,382121,28,"10,000,000+",Free,0,Everyone,Social,"July 26, 2018",7.3.1,4.1 and up
1900,uCiC- Videos and Photos on demand,SOCIAL,4,2052,7,"100,000+",Free,0,Teen,Social,"September 27, 2017",2.16,4.4 and up
1901,Meetup,SOCIAL,4.2,79130,23,"5,000,000+",Free,0,Teen,Social,"August 2, 2018",3.10.26,4.4 and up
1902,MeetMe: Chat & Meet New People,SOCIAL,4.2,1259894,76,"50,000,000+",Free,0,Mature 17+,Social,"August 3, 2018",Varies with device,4.1 and up
1903,LOVOO,SOCIAL,4,852455,68,"10,000,000+",Free,0,Mature 17+,Social,"August 3, 2018",27,4.2 and up
1904,"Jaumo Dating, Flirt & Live Video",SOCIAL,4.4,900064,13,"10,000,000+",Free,0,Mature 17+,Social,"July 31, 2018",4.17.2,4.1 and up
1905,"Mico- Stranger Chat Random video Chat, Live, Meet",SOCIAL,4.4,624557,56,"10,000,000+",Free,0,Mature 17+,Social,"July 27, 2018",5.4.7.1,4.3 and up
1906,Couple - Relationship App,SOCIAL,4,33249,8.4,"1,000,000+",Free,0,Everyone,Social,"March 5, 2015",1.8.0,2.3 and up
1907,Meetup,SOCIAL,4.2,79130,23,"5,000,000+",Free,0,Teen,Social,"August 2, 2018",3.10.26,4.4 and up
1908,Amazon for Tablets,SHOPPING,4,141613,22,"10,000,000+",Free,0,Teen,Shopping,"July 31, 2018",16.14.0.850,4.4 and up
1909,Wish - Shopping Made Fun,SHOPPING,4.5,6210998,15,"100,000,000+",Free,0,Everyone,Shopping,"August 3, 2018",4.20.5,4.1 and up
1910,Shopee - No. 1 Online Shopping,SHOPPING,4.3,94294,30,"10,000,000+",Free,0,Everyone,Shopping,"July 23, 2018",2.25.17,4.1 and up
1911,Shopee: No.1 Online Shopping,SHOPPING,4.2,608753,30,"10,000,000+",Free,0,Everyone,Shopping,"July 23, 2018",2.25.17,4.1 and up
1912,Kroger,SHOPPING,4.3,38961,27,"5,000,000+",Free,0,Everyone,Shopping,"August 2, 2018",14.2.1,5.0 and up
1913,"letgo: Buy & Sell Used Stuff, Cars & Real Estate",SHOPPING,4.5,973270,20,"50,000,000+",Free,0,Teen,Shopping,"August 6, 2018",2.4.9,4.1 and up
1914,Amazon Shopping,SHOPPING,4.3,909226,42,"100,000,000+",Free,0,Teen,Shopping,"July 31, 2018",16.14.0.100,4.4 and up
1915,OLX - Buy and Sell,SHOPPING,4.2,857923,18,"50,000,000+",Free,0,Everyone,Shopping,"July 31, 2018",11.7.3.0,4.1 and up
1916,The wall,SHOPPING,4.4,35563,4.2,"1,000,000+",Free,0,Everyone,Shopping,"July 23, 2018",10.2.1,4.1 and up
1917,"Shrimp skin shopping: spend less, buy better",SHOPPING,4.2,106798,30,"5,000,000+",Free,0,Everyone,Shopping,"July 23, 2018",2.25.17,4.1 and up
1918,Lotte Home Shopping LOTTE Homeshopping,SHOPPING,3.6,8820,33,"5,000,000+",Free,0,Everyone,Shopping,"July 25, 2018",3.0.5,4.0.3 and up
1919,"Horn, free country requirements",SHOPPING,4.5,37186,7.9,"1,000,000+",Free,0,Everyone,Shopping,"June 30, 2018",3.4.5,4.0 and up
1920,Jiji.ng,SHOPPING,4.4,25714,12,"1,000,000+",Free,0,Everyone,Shopping,"July 24, 2018",3.8.2.2,4.0.3 and up
1921,GS SHOP,SHOPPING,3.8,44255,15,"10,000,000+",Free,0,Everyone,Shopping,"August 3, 2018",6.0.4,4.1 and up
1922,CJmall,SHOPPING,3.6,18252,10,"10,000,000+",Free,0,Everyone,Shopping,"August 6, 2018",6.3.8,4.1 and up
1923,Home & Shopping - Only in apps. 10% off + 10% off,SHOPPING,4.2,42750,9.9,"10,000,000+",Free,0,Everyone,Shopping,"August 4, 2018",2.8.7,4.1 and up
1924,EHS Dongsen Shopping,SHOPPING,3.6,3656,9,"1,000,000+",Free,0,Teen,Shopping,"August 3, 2018",4.16.2,4.1 and up
1925,Bukalapak - Buy and Sell Online,SHOPPING,4.4,662287,21,"10,000,000+",Free,0,Everyone,Shopping,"August 3, 2018",4.26.7,4.1 and up
1926,Life market,SHOPPING,4.5,30834,13,"1,000,000+",Free,0,Everyone,Shopping,"July 17, 2018",3.2.6,4.0.3 and up
1927,Jabong Online Shopping App,SHOPPING,4.1,367290,11,"10,000,000+",Free,0,Everyone,Shopping,"July 20, 2018",4.9.3,4.0.3 and up
1928,Family Dollar,SHOPPING,4.3,2588,21,"1,000,000+",Free,0,Everyone,Shopping,"July 23, 2018",2.4.0,4.1 and up
1929,Jumia online shopping,SHOPPING,4.3,162655,8.1,"10,000,000+",Free,0,Teen,Shopping,"July 10, 2018",4.7.1,4.4 and up
1930,Blibli.com Online Shopping,SHOPPING,4.2,171584,12,"10,000,000+",Free,0,Everyone,Shopping,"July 26, 2018",4.9.5,4.2 and up
1931,"Club Factory Everything, Unbeaten Price",SHOPPING,4.2,244141,7.3,"10,000,000+",Free,0,Everyone,Shopping,"August 6, 2018",4.4.5,4.3 and up
1932,ZALORA Fashion Shopping,SHOPPING,4.2,142512,15,"10,000,000+",Free,0,Everyone,Shopping,"July 25, 2018",6.2.0,4.1 and up
1933,Magazine Luiza Online Shopping,SHOPPING,4.3,109124,22,"10,000,000+",Free,0,Everyone,Shopping,"August 2, 2018",3.11.1,4.1 and up
1934,ROMWE - Women's Fashion,SHOPPING,4.6,135043,11,"10,000,000+",Free,0,Everyone,Shopping,"July 30, 2018",4.0.2,4.2 and up
1935,Buscapé - Offers and discounts,SHOPPING,4.4,108592,8.3,"10,000,000+",Free,0,Everyone,Shopping,"July 24, 2018",4.7.5,4.1 and up
1936,11st,SHOPPING,3.8,48732,20,"10,000,000+",Free,0,Everyone,Shopping,"July 31, 2018",7.8.1,4.0 and up
1937,Coupang,SHOPPING,4.6,308234,38,"10,000,000+",Free,0,Everyone,Shopping,"August 2, 2018",5.3.0,4.0.3 and up
1938,Wemep - Special price representative (special / shopping / shopping app / coupon / shipping),SHOPPING,4.5,178497,9.1,"10,000,000+",Free,0,Everyone,Shopping,"August 2, 2018",4.33.0,4.0.3 and up
1939,Target - now with Cartwheel,SHOPPING,4.1,68406,24,"10,000,000+",Free,0,Everyone,Shopping,"July 25, 2018",6.25.0+1906001476,5.0 and up
